,id,name,state,latitude,longitude,source,dayduration,age,total_spent_Doohickey,total_spent_Gadget,total_spent_Gizmo,total_spent_Widget,total_orders,discount_usage_proportion,email_provider
517,518,Granville Gaylord,MI,42.0922,-85.26,Affiliate,2868,46,685.0622,0.0,176.762,569.1495,9.0,0.1111111111111111,yahoo
518,519,Marcelle Rippin,TX,33.5235,-94.7969,Affiliate,2925,31,641.2541,555.6602999999999,786.4481000000001,1169.5581,14.0,0.07142857142857142,gmail
519,520,Lamont Hoeger,NY,42.0261,-74.8045,Facebook,2380,65,373.289,493.1883,676.6936000000001,674.5471,16.0,0.0625,gmail
520,521,Ubaldo Becker,MT,47.7415,-112.317,Organic,2947,46,136.1975,156.40980000000002,672.6958,1111.1091999999999,9.0,0.3333333333333333,gmail
521,522,Theodore McGlynn,MT,48.2485,-104.606,Facebook,3039,49,177.1032,1647.4001,1187.756,92.2056,13.0,0.0,hotmail
522,523,Deonte Hoeger,MT,45.4597,-110.198,Twitter,3191,49,0.0,81.194,152.5664,0.0,2.0,0.0,hotmail
523,524,Naomi Jacobs,VA,37.4279,-77.7575,Google,2382,60,,,,,,,yahoo
524,525,Ethan Rutherford,WI,46.667,-92.0632,Affiliate,3202,28,118.1268,89.5144,175.3656,0.0,5.0,0.0,gmail
525,526,Tyrique Deckow,KS,37.6066,-98.7394,Organic,2397,33,26.9635,1438.6144,778.3864,2187.2904,18.0,0.05555555555555555,yahoo
526,527,Marjorie O'Conner,IA,41.9584,-95.5466,Affiliate,2194,45,1029.5403999999999,414.0356,856.2665999999999,367.0427,11.0,0.0,yahoo
527,528,Jennyfer Hermiston,AR,36.3496,-92.2922,Twitter,2641,64,0.0,0.0,445.0675,0.0,1.0,0.0,gmail
528,529,Haylie Johns,CO,40.8956,-102.409,Twitter,2173,25,70.7774,67.13579999999999,0.0,75.4115,3.0,0.0,hotmail
529,530,Camila Kautzer,WI,43.9301,-88.9493,Facebook,2963,36,0.0,445.927,0.0,0.0,3.0,0.0,yahoo
530,531,Dixie Adams,AL,32.4174,-87.5387,Google,2969,51,1966.0404999999998,7237.1983,1003.2583,2254.3231,32.0,0.0625,yahoo
531,532,Barrett Brekke,TX,34.0997,-98.6866,Twitter,2127,54,,,,,,,gmail
532,533,Jennie Kuhlman,MT,46.4754,-110.078,Twitter,2817,61,0.0,643.626,0.0,0.0,2.0,0.5,hotmail
533,534,Lacey Balistreri,CO,39.0383,-104.174,Affiliate,2375,41,0.0,111.893,416.2767,143.2575,3.0,0.0,gmail
534,535,Will Kozey,CA,37.8618,-120.626,Affiliate,2734,24,262.5833,756.5918,453.7188,81.5978,8.0,0.25,yahoo
535,536,Daisha Boyer,MI,44.5041,-85.5458,Affiliate,2849,59,1550.4508,587.2615000000001,980.4932,2062.37,26.0,0.07692307692307693,gmail
536,537,Keith Rosenbaum,AR,35.7394,-93.6382,Google,3138,29,225.5642,31.7275,173.5473,627.5738,7.0,0.14285714285714285,hotmail
537,538,Charlie Bartoletti,WI,45.5285,-88.3064,Google,2704,54,501.5364,414.42510000000004,167.48250000000002,1171.8043,18.0,0.16666666666666666,yahoo
538,539,Daren Huels,WY,44.4657,-106.68,Facebook,2382,39,,,,,,,gmail
539,540,Mallory Kirlin,CA,34.2037,-116.591,Google,2332,34,2438.2626,621.6281,0.0,982.6915,11.0,0.09090909090909091,hotmail
540,541,Alycia Collins,GA,31.7197,-84.1848,Facebook,2852,64,,,,,,,yahoo
541,542,Gertrude Labadie,NC,36.3605,-77.2234,Organic,2262,58,0.0,1128.8942000000002,612.8266,828.5559999999999,6.0,0.0,yahoo
542,543,Hadley Watsica,NY,42.1887,-74.1356,Google,2409,63,128.0136,795.836,438.3998,449.736,12.0,0.0,hotmail
543,544,Emmie Mertz,TX,30.0086,-98.8264,Affiliate,2770,40,626.7404,869.1704000000001,632.3472,956.4965,15.0,0.0,yahoo
544,545,Aylin Wisozk,GA,34.3911,-85.304,Google,2554,47,1388.0956999999999,1793.9493,429.7745,275.8241,16.0,0.0,yahoo
545,546,Richmond Bode,SC,34.5994,-82.1511,Affiliate,2321,45,,,,,,,gmail
546,547,Sim Gusikowski,TX,33.5783,-97.7866,Affiliate,2879,28,0.0,0.0,297.3405,0.0,1.0,0.0,gmail
547,548,Liliane Hayes,IN,41.2856,-85.9986,Facebook,2456,38,,,,,,,gmail
548,549,Andy Rempel,WI,46.3689,-91.9849,Affiliate,2863,44,346.2912,531.4336000000001,729.4889000000001,136.45530000000002,12.0,0.0,hotmail
549,550,Kristoffer Keebler,AK,65.0807,-148.034,Google,2307,54,371.0611,474.7347,932.4418,158.7332,12.0,0.08333333333333333,gmail
550,551,Oceane Runte,SD,44.7639,-99.293,Organic,3118,47,0.0,409.7014,1304.5303,356.3119,10.0,0.1,yahoo
551,552,Isidro Schuppe,MO,36.9156,-92.9577,Affiliate,2177,52,512.2043,1134.8626000000002,805.9937,316.2572,15.0,0.0,yahoo
552,553,Briana Koss,CO,40.3416,-102.314,Affiliate,2136,51,,,,,,,hotmail
553,554,Robin Rohan,WI,43.0951,-88.9769,Facebook,2528,24,130.375,604.6831,375.4081,272.3226,15.0,0.13333333333333333,hotmail
554,555,Coty Kertzmann,ID,46.2974,-115.962,Organic,2944,32,120.3987,0.0,692.1652,537.9204,8.0,0.0,hotmail
555,556,Percy Padberg,IL,40.1748,-87.6572,Organic,2915,50,452.5329,252.4448,1065.4518000000003,854.1929,11.0,0.18181818181818182,gmail
556,557,Enola Bayer,IL,41.2536,-88.5248,Google,2270,30,432.03740000000005,904.6391,871.3549,125.494,14.0,0.0,yahoo
557,558,Alexandria Schowalter,AL,32.7908,-85.1438,Google,3153,55,766.6417,1297.4954,365.242,694.1179,15.0,0.13333333333333333,yahoo
558,559,Aylin Haley,IN,39.4164,-87.3482,Facebook,2943,33,,,,,,,hotmail
559,560,Earl Erdman,MD,38.7276,-75.9416,Affiliate,2731,61,557.0845,590.3221,1118.7221,660.7281,15.0,0.06666666666666667,gmail
560,561,Brooks Shields,OR,42.0223,-118.623,Organic,2519,24,524.097,1048.7178,1423.591,1335.8092000000001,21.0,0.0,gmail
561,562,Samson Hauck,MN,46.7163,-94.5646,Facebook,2497,46,0.0,276.79560000000004,0.0,596.7822,3.0,0.0,gmail
562,563,Tristin Lebsack,NE,40.2912,-98.5722,Organic,3096,27,,,,,,,yahoo
563,564,Lura Gutmann,WI,45.0784,-90.1627,Facebook,3041,37,321.6869,527.2881,875.9316,863.6283999999999,15.0,0.2,hotmail
564,565,Letha Streich,TN,36.0159,-89.4317,Facebook,2871,44,0.0,0.0,187.0564,266.0208,3.0,0.0,yahoo
565,566,Jessy Spinka,ND,47.3139,-100.706,Twitter,2978,43,35.149,4167.8497,1618.0931,982.3943999999999,16.0,0.0,gmail
566,567,Rossie Mann,WI,43.113,-90.603,Twitter,2503,36,877.5854,1573.1301,1597.8165999999999,360.8754,20.0,0.1,gmail
567,568,Jay Strosin,MT,47.7939,-111.603,Facebook,3132,29,691.4778,1148.7642,29.2887,562.2035999999999,11.0,0.09090909090909091,gmail
568,569,Griffin Kling,NC,35.5423,-83.0691,Organic,2456,37,,,,,,,hotmail
569,570,Zoila Armstrong,DE,39.7719,-75.49,Affiliate,3194,64,,,,,,,yahoo
570,571,Micaela Ebert,ND,47.1503,-100.238,Affiliate,2610,54,434.4741,0.0,0.0,559.7285999999999,7.0,0.0,gmail
571,572,Sheldon Braun,GA,32.1289,-81.932,Affiliate,3005,37,,,,,,,gmail
572,573,Rachelle Schmidt,IN,41.0532,-86.6947,Twitter,2626,60,177.726,0.0,829.4502,896.3575000000001,7.0,0.14285714285714285,gmail
573,574,Jakob Hansen,ND,47.1096,-96.9333,Facebook,3169,61,1132.5445,0.0,1102.5786,368.22069999999997,9.0,0.2222222222222222,gmail
574,575,Demetris Carroll,NY,43.0566,-77.6116,Google,2366,46,,,,,,,hotmail
575,576,Hulda Greenfelder,MT,46.5603,-104.094,Google,2845,27,45.6546,738.0822000000001,583.2768,376.4847,8.0,0.125,gmail
576,577,Orion Wilkinson,IN,41.4766,-85.3776,Facebook,2564,40,1313.0492,907.7955999999999,747.0984,847.5565,21.0,0.09523809523809523,gmail
577,578,Estrella Goyette,LA,31.1026,-92.1802,Organic,3018,43,134.0328,1330.1832,356.2144,700.2354,18.0,0.05555555555555555,hotmail
578,579,Austyn Klein,NH,43.2555,-71.0672,Facebook,2995,29,,,,,,,yahoo
579,580,Kitty Hilll,TX,29.7981,-99.1927,Affiliate,2959,30,,,,,,,gmail
580,581,Quinten Goyette,MN,43.701,-95.6141,Google,2814,44,176.9435,566.3507999999999,732.5624,521.1966,11.0,0.2727272727272727,gmail
581,582,Eriberto Cruickshank,OK,35.3965,-98.833,Organic,2590,31,,,,,,,hotmail
582,583,Issac O'Kon,IA,43.2322,-96.1972,Twitter,3171,51,312.5544,718.9655,1486.4272,696.9031,18.0,0.0,hotmail
583,584,Nia Franecki,IA,41.951,-90.4608,Google,3126,52,,,,,,,yahoo
584,585,Stefan Reilly,ID,43.1132,-115.79,Google,2734,66,0.0,0.0,450.5172,798.0102,4.0,0.25,yahoo
585,586,Rosalyn Bauch,MN,43.602,-95.412,Facebook,2883,36,0.0,0.0,30.536,589.9417,3.0,0.0,yahoo
586,587,Deven Bruen,OH,40.3189,-84.3659,Organic,2397,42,0.0,555.6254,441.4157,0.0,4.0,0.0,hotmail
587,588,Porter Tromp,MS,33.2467,-89.228,Affiliate,2257,49,1303.7501,89.0652,812.722,782.5825,12.0,0.25,yahoo
588,589,Lazaro Luettgen,ME,43.7452,-70.4604,Twitter,2208,26,0.0,160.2156,0.0,384.7665,2.0,0.0,yahoo
589,590,Cleo Ziemann,IL,41.21,-90.937,Affiliate,2916,40,979.5497,433.0795,329.9235,927.75,10.0,0.2,yahoo
590,591,Dahlia Turner,MN,46.3126,-95.6099,Twitter,2299,27,838.2662,662.3662,417.355,271.5124,14.0,0.07142857142857142,yahoo
591,592,Manley Bogan,MN,44.7068,-95.0367,Twitter,2611,25,0.0,0.0,368.388,0.0,2.0,0.5,gmail
592,593,Christa Streich,MA,42.5533,-71.6918,Twitter,2849,30,,,,,,,gmail
593,594,Marlon Howell,GA,32.5326,-81.2773,Facebook,2578,62,,,,,,,yahoo
594,595,Darlene Rohan,CO,40.2045,-104.994,Twitter,3064,39,,,,,,,yahoo
595,596,Dale Macejkovic,IA,42.714,-96.4093,Google,2412,33,,,,,,,hotmail
596,597,Stan Schaefer,AK,61.739,-148.912,Facebook,3139,53,631.5296,371.28560000000004,280.5846,891.6306,12.0,0.25,yahoo
597,598,Lon Friesen,PA,39.9081,-78.533,Organic,2360,49,0.0,0.0,0.0,507.02039999999994,2.0,0.5,yahoo
598,599,Ebba Christiansen,MI,41.9989,-85.371,Facebook,2564,25,,,,,,,gmail
599,600,Tatum Keeling,IL,40.5753,-90.7321,Organic,3009,25,,,,,,,gmail
600,601,Donavon Lowe,IN,38.2434,-86.8013,Organic,3079,32,,,,,,,gmail
601,602,Kaela Kunze,AK,61.9923,-146.769,Twitter,2822,29,67.7547,338.9183,1530.4496000000001,832.2015999999999,14.0,0.21428571428571427,gmail
602,603,Shyanne Wyman,WY,43.6943,-107.813,Google,2337,35,,,,,,,yahoo
603,604,Carlee Champlin,MT,46.3835,-104.512,Google,2940,42,827.2982,748.427,1162.2233,2116.443,21.0,0.0,gmail
604,605,Arturo Marquardt,OK,35.0062,-97.6164,Google,2528,32,1021.1952,1337.1109000000001,1171.1392,602.2882000000001,26.0,0.11538461538461539,yahoo
605,606,Abdullah Balistreri,MA,42.0631,-73.1617,Google,3018,48,,,,,,,hotmail
606,607,Laurel Pfannerstill,WY,42.7726,-106.153,Facebook,2134,43,0.0,776.7237,722.9408,406.765,11.0,0.0,gmail
607,608,Melisa Grimes,VT,43.9508,-72.172,Google,3002,59,67.7547,365.936,58.9266,0.0,3.0,0.0,gmail
608,609,Opal Herman,WI,45.0691,-89.9062,Facebook,2966,27,785.5058,1548.6568,959.8328999999999,598.14,26.0,0.07692307692307693,hotmail
609,610,Melisa DuBuque,SD,44.3253,-97.7446,Affiliate,3054,46,,,,,,,yahoo
610,611,Brice Stark,IA,42.0139,-95.7326,Facebook,3031,25,106.1661,411.1652,212.0619,1214.8483,10.0,0.1,gmail
611,612,Virginia Prohaska,MS,34.9341,-88.2798,Twitter,3078,44,155.82389999999998,220.3675,82.1392,0.0,3.0,0.0,yahoo
612,613,Kaden Lakin,SD,45.1066,-96.5885,Organic,3166,66,1940.5647000000001,2538.9239000000002,1137.8925,1069.3254,35.0,0.08571428571428572,hotmail
613,614,Geovanni Miller,MS,31.0521,-88.7486,Affiliate,3119,57,,,,,,,hotmail
614,615,Aubree Dibbert,MS,34.3852,-88.9017,Facebook,2508,45,,,,,,,hotmail
615,616,Rex Thiel,MS,33.9226,-88.4446,Facebook,3016,55,768.7354,0.0,3118.54,411.8071,11.0,0.18181818181818182,gmail
616,617,Isai Frami,CO,39.5818,-102.111,Affiliate,2690,43,541.8291,168.6246,76.829,1018.0221,10.0,0.2,yahoo
617,618,Avis Dickinson,TX,29.8811,-98.1813,Twitter,2252,62,,,,,,,hotmail
618,619,Vince Balistreri,MI,42.6835,-82.745,Twitter,2131,34,303.8688,244.013,81.5978,0.0,3.0,0.3333333333333333,gmail
619,620,Shyann Boehm,MI,46.7782,-89.0932,Google,2353,44,39.6878,929.8689000000002,641.6210000000001,1335.4231000000002,16.0,0.0625,yahoo
620,621,Jazlyn Mohr,ND,47.4426,-99.0177,Google,2444,43,421.56419999999997,362.8974,0.0,816.9377999999999,7.0,0.14285714285714285,yahoo
621,622,Augusta Lueilwitz,MT,48.0306,-110.581,Affiliate,2143,47,0.0,0.0,21.4245,600.8677,4.0,0.0,gmail
622,623,Olen Emmerich,ME,46.8403,-67.9674,Affiliate,3196,50,147.9836,0.0,33.2124,136.2495,3.0,0.3333333333333333,hotmail
623,624,Abbie Parisian,CA,38.8302,-121.026,Organic,2779,41,102.3702,1568.1311999999998,576.7943,1226.3237,18.0,0.1111111111111111,yahoo
624,625,Bulah Eichmann,IA,43.4787,-93.8897,Twitter,3010,48,,,,,,,yahoo
625,626,Columbus Swaniawski,GA,34.3978,-85.389,Facebook,2134,35,570.8652999999999,97.6052,366.62609999999995,1028.5339000000001,10.0,0.3,gmail
626,627,Efrain Spencer,NV,39.094,-119.152,Google,2998,26,455.9541,556.4586,233.23590000000002,0.0,5.0,0.2,gmail
627,628,Leopoldo Schmeler,KY,36.8575,-84.7524,Twitter,2587,57,,,,,,,hotmail
628,629,Yessenia Pagac,KY,37.9001,-82.9974,Facebook,3116,57,0.0,0.0,180.8928,963.0291,6.0,0.0,yahoo
629,630,Felicia Runte,CO,37.4792,-104.558,Organic,2702,41,59.6043,378.6444,266.254,762.6623,7.0,0.2857142857142857,yahoo
630,631,Blanca Schiller,SC,34.6932,-80.3078,Affiliate,2975,38,763.7863,376.8184,0.0,1719.302,11.0,0.18181818181818182,gmail
631,632,Ben Padberg,OK,36.4651,-94.7639,Facebook,2862,41,732.3836999999999,900.9228,966.3904,2698.6169,18.0,0.2222222222222222,yahoo
632,633,Conrad Renner,TX,31.1154,-97.417,Google,2321,65,,,,,,,gmail
633,634,Oswaldo Heaney,CO,39.3489,-105.177,Affiliate,3072,43,293.55060000000003,564.4089,30.536,74.0356,5.0,0.0,gmail
634,635,Rahul Kreiger,MS,30.979,-89.0645,Twitter,2895,64,0.0,0.0,292.6795,364.062,3.0,0.3333333333333333,hotmail
635,636,Danny Pollich,PA,39.9507,-79.3951,Google,2659,56,0.0,0.0,0.0,238.0998,1.0,0.0,gmail
636,637,Maximillian Zboncak,IN,41.4759,-86.2339,Twitter,2753,41,435.5135,73.1872,0.0,236.2011,5.0,0.0,hotmail
637,638,Lilian Roberts,IL,39.1524,-87.7098,Facebook,2644,34,0.0,462.64880000000005,574.913,442.1733,9.0,0.0,yahoo
638,639,Cortney Swift,KS,38.1203,-95.7667,Facebook,3183,37,,,,,,,gmail
639,640,Rafael Nikolaus,AK,62.1031,-145.967,Organic,2493,37,,,,,,,gmail
640,641,Blaise Legros,WA,46.901,-122.865,Twitter,3208,50,100.76160000000002,1290.4605999999999,188.7075,416.74019999999996,12.0,0.08333333333333333,hotmail
641,642,Sonny Beahan,OH,41.3225,-81.3751,Twitter,2455,48,1099.9225999999999,762.8259,647.0639,447.4873,18.0,0.2222222222222222,hotmail
642,643,Darrick Sawayn,WA,45.9752,-120.4,Google,2650,59,312.57370000000003,1152.2508,393.6406,667.6868,13.0,0.0,gmail
643,644,Florida Hackett,IL,42.1935,-88.7105,Affiliate,2321,34,1226.6897000000001,1495.3215,1246.9562,1885.3256,33.0,0.15151515151515152,yahoo
644,645,Ike Sporer,ME,44.4017,-70.961,Facebook,2640,36,,,,,,,gmail
645,646,Leopold Beer,IN,39.1859,-85.137,Organic,2329,48,0.0,1302.7638,1227.4685,706.2622,17.0,0.17647058823529413,gmail
646,647,Alison Paucek,AK,60.8018,-148.959,Google,2813,35,733.0095,88.0924,417.4472,543.1263,10.0,0.0,hotmail
647,648,Mckenzie Walter,AK,57.6967,-152.547,Google,2127,32,,,,,,,hotmail
648,649,Leanne Jacobs,FL,27.86,-81.9351,Google,2303,58,,,,,,,hotmail
649,650,Gia Abernathy,SD,43.9623,-101.393,Affiliate,2818,64,275.852,364.4622,379.4314,373.7289,15.0,0.2,gmail
650,651,Mallie Lang,OR,44.309,-120.791,Google,2882,60,,,,,,,yahoo
651,652,Kitty Kohler,WY,43.7022,-106.456,Facebook,2540,59,1070.7726,2140.9928,836.0286000000001,1571.8819,28.0,0.14285714285714285,hotmail
652,653,Shanie Spinka,TX,30.0099,-102.6,Facebook,3176,34,97.8502,0.0,213.24900000000002,2135.6258,11.0,0.0,gmail
653,654,Amya Turner,KS,39.0931,-97.2875,Twitter,2487,33,219.08769999999998,1794.3037,166.062,9129.687399999999,16.0,0.0625,hotmail
654,655,Shirley Okuneva,NY,42.3859,-75.8204,Affiliate,2233,27,968.4179999999999,539.3563,261.87390000000005,1922.3601999999998,13.0,0.15384615384615385,yahoo
655,656,Bettie Funk,SC,33.5251,-81.2359,Organic,2495,65,140.1022,256.698,70.2753,692.0892,5.0,0.0,hotmail
656,657,Itzel Wunsch,CA,34.5178,-120.427,Google,2650,36,141.641,229.2652,414.9532,867.2544,8.0,0.0,gmail
657,658,Amiya Purdy,IN,40.8554,-85.3552,Google,2787,30,1129.8328999999999,1825.5614,127.6815,795.7082,25.0,0.16,gmail
658,659,Wilford Bauch,NE,42.5549,-100.721,Twitter,2381,26,0.0,1263.4541,754.0791,408.1917,8.0,0.0,gmail
659,660,Jacinto Price,UT,37.8871,-111.38,Organic,2781,30,,,,,,,gmail
660,661,Moriah Ziemann,SD,45.8948,-101.871,Twitter,2976,62,,,,,,,yahoo
661,662,Magali Willms,TN,35.0673,-87.2734,Affiliate,2815,64,,,,,,,hotmail
662,663,Philip Fadel,AK,62.8627,-149.871,Organic,2533,50,70.298,561.7788,224.90300000000002,0.0,5.0,0.0,hotmail
663,664,Aidan Hagenes,IA,41.0653,-94.9103,Twitter,2601,64,147.8974,301.4973,1622.6443,1012.0801999999999,19.0,0.15789473684210525,hotmail
664,665,Petra Roob,NC,36.2285,-80.5179,Facebook,2127,27,725.4977,1727.8682,1304.9035,1795.3657,28.0,0.07142857142857142,hotmail
665,666,Andrew Carroll,CO,40.4417,-107.505,Google,2792,26,519.3104000000001,499.4796,0.0,1080.9951999999998,9.0,0.0,gmail
666,667,Isaac Schultz,MN,46.1798,-94.7901,Facebook,3048,52,790.5635,1027.6021,447.662,150.5587,11.0,0.09090909090909091,yahoo
667,668,Rae Lindgren,NE,41.2328,-98.6899,Organic,2982,48,756.4818,1226.9596999999999,800.0327,227.9361,11.0,0.09090909090909091,hotmail
668,669,Dimitri Wisoky,PA,40.1117,-75.7011,Google,2153,34,0.0,0.0,0.0,166.992,1.0,0.0,yahoo
669,670,Syble Collier,AR,33.9629,-94.4646,Organic,2458,29,195.7004,0.0,54.993,0.0,2.0,0.0,gmail
670,671,Hollie Schaefer,MT,47.2528,-111.251,Organic,2562,55,1301.0594,771.6255,1595.7747,1406.6118000000001,30.0,0.03333333333333333,hotmail
671,672,Robin Flatley,MS,34.2549,-88.9182,Affiliate,3173,58,0.0,0.0,1515.7188,905.1777,10.0,0.1,gmail
672,673,Lorena Predovic,FL,28.0167,-82.3266,Affiliate,3152,63,575.5284,220.9545,623.4470000000001,1595.1995000000002,16.0,0.0625,gmail
673,674,Evelyn Hahn,IA,42.9727,-93.6408,Twitter,2440,43,653.9679,146.3744,93.5282,45.7484,9.0,0.0,hotmail
674,675,Zelda Beatty,NE,40.8831,-97.7111,Facebook,2494,56,,,,,,,gmail
675,676,Aditya Schoen,TX,33.9453,-102.877,Google,2402,63,0.0,548.6736,546.1476,711.1022,9.0,0.2222222222222222,gmail
676,677,Brown Blick,AL,33.0287,-85.8203,Organic,2322,26,469.299,627.0255999999999,153.2178,1202.0508,9.0,0.2222222222222222,hotmail
677,678,Laverne Stanton,AK,57.2031,-153.307,Google,3214,39,480.827,2375.9632,1190.3071,785.7597000000001,20.0,0.15,hotmail
678,679,Theodora Mertz,IA,43.2272,-93.7495,Google,3110,27,919.9906,310.1409,544.4571000000001,2121.5546,15.0,0.13333333333333333,gmail
679,680,Alfonzo Hansen,MI,44.2348,-83.5723,Facebook,2161,45,,,,,,,gmail
680,681,Myrtice Harris,NH,43.0574,-71.9012,Twitter,2150,61,308.58590000000004,741.1128,553.039,1001.3745,15.0,0.0,gmail
681,682,Annetta Predovic,IL,39.8053,-89.3807,Affiliate,2325,50,140.8712,1482.2501,750.0201000000001,654.6681000000001,11.0,0.0,hotmail
682,683,Reuben Koelpin,TN,36.464,-88.8211,Organic,2223,42,425.2849,629.192,64.2735,2244.352,10.0,0.1,yahoo
683,684,Jacklyn Gorczany,MN,46.8152,-94.6287,Organic,2552,44,88.863,783.2906,327.5052,460.6064,11.0,0.09090909090909091,yahoo
684,685,Noel Tillman,TX,33.0933,-96.8011,Google,2172,66,,,,,,,yahoo
685,686,Dortha White,MT,47.7854,-111.08,Organic,2939,52,1520.7761,6803.4583,1915.1527,1049.5607,25.0,0.08,yahoo
686,687,Jamar Hickle,AK,68.1408,-151.734,Google,2201,49,0.0,650.9756,789.0355999999999,430.043,9.0,0.0,yahoo
687,688,Omari Homenick,MO,36.6481,-89.2069,Affiliate,2471,64,386.90099999999995,0.0,0.0,0.0,2.0,0.0,hotmail
688,689,Fern Carter,VA,37.4663,-78.7874,Organic,2368,58,,,,,,,hotmail
689,690,Giovani Thompson,MA,42.1817,-72.2563,Twitter,3047,32,0.0,607.5476000000001,485.01239999999996,227.0825,5.0,0.0,hotmail
690,691,Don Bosco,IL,38.2352,-89.9299,Affiliate,2132,49,793.3037,841.9941,1392.937,698.5944,21.0,0.14285714285714285,gmail
691,692,Janiya Lockman,ND,48.0769,-103.92,Google,2565,56,0.0,29.1838,0.0,0.0,1.0,0.0,hotmail
692,693,Margot Keeling,OH,39.5134,-83.5543,Organic,2498,58,27.5529,567.5613000000001,358.3886,463.3515,8.0,0.0,gmail
693,694,Unique Jerde,KY,38.3767,-83.8655,Organic,2426,48,884.7072000000001,377.91639999999995,332.5682,123.5833,11.0,0.09090909090909091,yahoo
694,695,Nyasia Sporer,NC,35.0987,-78.4441,Twitter,2470,41,,,,,,,hotmail
695,696,Aidan Rodriguez,UT,40.2519,-111.671,Google,2648,52,,,,,,,gmail
696,697,Delta Jerde,KY,38.2357,-84.3933,Organic,2488,33,713.0683,424.05740000000003,984.3063999999999,0.0,11.0,0.0,gmail
697,698,Amanda Mosciski,PA,41.4698,-75.5649,Organic,2727,27,,,,,,,yahoo
698,699,Brielle Kertzmann,IL,40.0073,-91.3793,Twitter,3209,53,0.0,81.5768,684.7891999999999,641.4368,7.0,0.14285714285714285,gmail
699,700,Ezequiel Turcotte,ND,48.2478,-97.4703,Twitter,2419,49,1566.9619,318.2101,78.14789999999999,1198.0430000000001,22.0,0.09090909090909091,yahoo
700,701,Pablo Lind,TX,31.8534,-95.2632,Facebook,2568,62,,,,,,,gmail
701,702,Nyasia Jakubowski,OR,45.5361,-122.607,Twitter,2830,34,310.9026,1144.4075,960.0901,648.8378,17.0,0.058823529411764705,yahoo
702,703,Lilliana Parker,PA,41.8131,-78.1391,Facebook,3105,58,,,,,,,yahoo
703,704,Stanley Stanton,TX,28.7773,-97.3885,Affiliate,2207,49,65.8922,722.3945,209.2752,330.50899999999996,9.0,0.0,gmail
704,705,Andres Kessler,KY,36.7981,-88.5469,Google,2985,43,0.0,825.4453,0.0,233.7333,7.0,0.14285714285714285,gmail
705,706,Ladarius Hyatt,AK,67.0845,-157.863,Facebook,2764,30,246.3303,534.2537,1183.5023999999999,1112.9257,23.0,0.08695652173913043,yahoo
706,707,Thad Kuvalis,CA,38.8718,-122.763,Google,2847,28,,,,,,,gmail
707,708,Davin Jewess,AZ,35.6171,-112.264,Facebook,2916,66,0.0,163.1536,267.04049999999995,280.5846,3.0,0.0,gmail
708,709,Erick O'Keefe,OR,44.9725,-116.86,Organic,2260,37,0.0,1118.1848,450.7028,1048.0175,12.0,0.08333333333333333,gmail
709,710,Kali Hodkiewicz,TN,36.1923,-82.659,Facebook,2142,51,820.2454,1406.7268,2041.5984,330.327,28.0,0.07142857142857142,hotmail
710,711,Ciara Green,IN,39.5196,-87.1212,Google,2222,57,,,,,,,yahoo
711,712,Dalton Renner,OH,41.4495,-81.539,Organic,2711,45,84.1354,807.0015,1255.0060999999998,724.8285,14.0,0.0,yahoo
712,713,Waldo Bartell,WA,47.7894,-117.275,Google,2934,45,1375.6354999999999,1034.99,1284.0869,1173.8659,23.0,0.0,yahoo
713,714,Dakota Mante,ID,43.7183,-111.744,Google,2844,30,257.43460000000005,1530.6245,648.7299,1604.6167,15.0,0.13333333333333333,yahoo
714,715,Lafayette Kertzmann,CO,40.1237,-104.528,Twitter,3020,43,0.0,162.388,0.0,0.0,1.0,0.0,yahoo
715,716,Ben Roob,NE,42.8496,-100.955,Facebook,3060,59,24.2475,0.0,443.7258000000001,0.0,2.0,0.0,gmail
716,717,Sarai Deckow,IN,39.6905,-86.5832,Facebook,2249,31,,,,,,,hotmail
717,718,Deon Gerlach,ND,48.108,-98.4536,Google,2266,33,160.4472,649.1481,326.4596,667.7008999999999,8.0,0.25,gmail
718,719,Odell McCullough,MN,47.0983,-91.8171,Twitter,2430,50,,,,,,,hotmail
719,720,German Ankunding,IL,40.9106,-88.8736,Google,2916,30,,,,,,,gmail
720,721,Charlene Bayer,SD,43.4111,-99.5686,Google,2398,48,0.0,0.0,0.0,99.61160000000001,2.0,0.5,hotmail
721,722,Leila Considine,NE,42.6302,-103.736,Facebook,3179,32,,,,,,,gmail
722,723,Shany Turcotte,NV,40.5366,-118.051,Organic,3143,33,737.9233,1115.0359,917.0973,1229.0918,21.0,0.09523809523809523,hotmail
723,724,Vito Haag,SC,33.4475,-79.6377,Organic,2878,46,631.0577,314.7988,660.7477,107.196,9.0,0.2222222222222222,yahoo
724,725,Sedrick Harvey,MT,46.074,-110.042,Facebook,2996,51,0.0,0.0,59.4681,0.0,1.0,0.0,hotmail
725,726,Abelardo Weissnat,OR,44.6354,-123.126,Affiliate,2904,44,,,,,,,yahoo
726,727,Cecelia Rolfson,KS,38.3349,-96.547,Facebook,2213,25,0.0,367.9344,163.1536,211.74919999999997,5.0,0.0,gmail
727,728,Burnice Daugherty,NC,35.2986,-79.5483,Facebook,2458,25,395.3532,213.5745,326.1512,752.853,10.0,0.0,gmail
728,729,Maurice Rippin,MN,44.635,-94.8743,Affiliate,2249,34,510.89840000000004,0.0,140.2923,25.0988,4.0,0.0,gmail
