id,name,email,city,state,zip,birth_date,latitude,longitude,source,dayduration,age
570,Zoila Armstrong,armstrong.zoila@yahoo.com,Wilmington,DE,19809,1960-08-01,39.7719,-75.49,Affiliate,3191,64
571,Micaela Ebert,micaela-ebert@gmail.com,Wing,ND,58494,1970-04-20,47.1503,-100.238,Affiliate,2607,54
572,Sheldon Braun,sheldon.braun@gmail.com,Claxton,GA,30417,1987-07-18,32.1289,-81.932,Affiliate,3002,37
573,Rachelle Schmidt,rachelle.schmidt@gmail.com,Winamac,IN,46996,1964-08-22,41.0532,-86.6947,Twitter,2623,60
574,Jakob Hansen,jakob.hansen@gmail.com,Argusville,ND,58005,1963-08-31,47.1096,-96.9333,Facebook,3166,61
575,Demetris Carroll,demetris.carroll@hotmail.com,Henrietta,NY,14467,1978-09-01,43.0566,-77.6116,Google,2363,46
576,Hulda Greenfelder,greenfelder-hulda@gmail.com,Baker,MT,59313,1997-09-04,46.5603,-104.094,Google,2842,27
577,Orion Wilkinson,orion-wilkinson@gmail.com,Rome City,IN,46784,1984-09-09,41.4766,-85.3776,Facebook,2561,40
578,Estrella Goyette,estrella.goyette@hotmail.com,Hessmer,LA,71341,1981-09-10,31.1026,-92.1802,Organic,3015,43
579,Austyn Klein,klein.austyn@yahoo.com,Barrington,NH,3825,1995-02-25,43.2555,-71.0672,Facebook,2992,29
580,Kitty Hilll,kitty.hilll@gmail.com,Bandera,TX,78003,1994-03-11,29.7981,-99.1927,Affiliate,2956,30
581,Quinten Goyette,quinten-goyette@gmail.com,Worthington,MN,56187,1980-12-13,43.701,-95.6141,Google,2811,44
582,Eriberto Cruickshank,eriberto.cruickshank@hotmail.com,Corn,OK,73024,1993-10-12,35.3965,-98.833,Organic,2587,31
583,Issac O'Kon,o-issac-kon@hotmail.com,Hull,IA,51239,1973-09-09,43.2322,-96.1972,Twitter,3168,51
584,Nia Franecki,franecki-nia@yahoo.com,Charlotte,IA,52731,1972-06-29,41.951,-90.4608,Google,3123,52
585,Stefan Reilly,reilly-stefan@yahoo.com,Mountain Home,ID,83647,1958-12-08,43.1132,-115.79,Google,2731,66
586,Rosalyn Bauch,bauch.rosalyn@yahoo.com,Round Lake,MN,56167,1988-11-02,43.602,-95.412,Facebook,2880,36
587,Deven Bruen,deven.bruen@hotmail.com,Fort Loramie,OH,45845,1982-12-22,40.3189,-84.3659,Organic,2394,42
588,Porter Tromp,porter.tromp@yahoo.com,Weir,MS,39772,1975-12-24,33.2467,-89.228,Affiliate,2254,49
589,Lazaro Luettgen,lazaro.luettgen@yahoo.com,Gorham,ME,4038,1998-01-15,43.7452,-70.4604,Twitter,2205,26
590,Cleo Ziemann,ziemann-cleo@yahoo.com,Joy,IL,61260,1984-06-09,41.21,-90.937,Affiliate,2913,40
591,Dahlia Turner,turner.dahlia@yahoo.com,Battle Lake,MN,56515,1997-03-30,46.3126,-95.6099,Twitter,2296,27
592,Manley Bogan,bogan-manley@gmail.com,Olivia,MN,56277,1999-10-19,44.7068,-95.0367,Twitter,2608,25
593,Christa Streich,christa-streich@gmail.com,Lunenburg,MA,1462,1994-01-16,42.5533,-71.6918,Twitter,2846,30
594,Marlon Howell,howell.marlon@yahoo.com,Clyo,GA,31303,1962-02-16,32.5326,-81.2773,Facebook,2575,62
595,Darlene Rohan,darlene-rohan@yahoo.com,Longmont,CO,80504,1985-11-25,40.2045,-104.994,Twitter,3061,39
596,Dale Macejkovic,dale.macejkovic@hotmail.com,Merrill,IA,51038,1991-05-03,42.714,-96.4093,Google,2409,33
597,Stan Schaefer,schaefer-stan@yahoo.com,Sutton-Alpine,AK,99674,1971-10-09,61.739,-148.912,Facebook,3136,53
598,Lon Friesen,lon-friesen@yahoo.com,Bedford,PA,15522,1975-08-23,39.9081,-78.533,Organic,2357,49
599,Ebba Christiansen,christiansen.ebba@gmail.com,Leonidas,MI,49066,1999-02-10,41.9989,-85.371,Facebook,2561,25
600,Tatum Keeling,tatum.keeling@gmail.com,Sciota,IL,61475,1999-05-19,40.5753,-90.7321,Organic,3006,25
601,Donavon Lowe,donavon.lowe@gmail.com,Ferdinand,IN,47532,1992-05-11,38.2434,-86.8013,Organic,3076,32
602,Kaela Kunze,kaela-kunze@gmail.com,Glennallen,AK,99588,1995-07-05,61.9923,-146.769,Twitter,2819,29
603,Shyanne Wyman,wyman.shyanne@yahoo.com,Thermopolis,WY,82443,1989-06-27,43.6943,-107.813,Google,2334,35
604,Carlee Champlin,carlee.champlin@gmail.com,Plevna,MT,59344,1982-05-30,46.3835,-104.512,Google,2937,42
605,Arturo Marquardt,marquardt.arturo@yahoo.com,Dibble,OK,73031,1992-07-11,35.0062,-97.6164,Google,2525,32
606,Abdullah Balistreri,abdullah-balistreri@hotmail.com,Sandisfield,MA,1255,1976-04-02,42.0631,-73.1617,Google,3015,48
607,Laurel Pfannerstill,laurel.pfannerstill@gmail.com,Casper,WY,82609,1981-04-10,42.7726,-106.153,Facebook,2131,43
608,Melisa Grimes,grimes.melisa@gmail.com,Fairlee,VT,5045,1965-12-03,43.9508,-72.172,Google,2999,59
609,Opal Herman,herman-opal@hotmail.com,Athens,WI,54411,1997-04-03,45.0691,-89.9062,Facebook,2963,27
610,Melisa DuBuque,dubuque.melisa@yahoo.com,Iroquois,SD,57353,1978-11-10,44.3253,-97.7446,Affiliate,3051,46
611,Brice Stark,stark.brice@gmail.com,Ute,IA,51060,1999-10-07,42.0139,-95.7326,Facebook,3028,25
612,Virginia Prohaska,virginia-prohaska@yahoo.com,Iuka,MS,38852,1980-07-28,34.9341,-88.2798,Twitter,3075,44
613,Kaden Lakin,kaden.lakin@hotmail.com,Revillo,SD,57259,1958-07-16,45.1066,-96.5885,Organic,3163,66
614,Geovanni Miller,miller-geovanni@hotmail.com,Leakesville,MS,39451,1967-03-12,31.0521,-88.7486,Affiliate,3116,57
615,Aubree Dibbert,aubree-dibbert@hotmail.com,Blue Springs,MS,38828,1979-05-04,34.3852,-88.9017,Facebook,2505,45
616,Rex Thiel,rex-thiel@gmail.com,Amory,MS,38821,1969-09-29,33.9226,-88.4446,Facebook,3013,55
617,Isai Frami,frami.isai@yahoo.com,Idalia,CO,80735,1981-04-28,39.5818,-102.111,Affiliate,2687,43
618,Avis Dickinson,dickinson.avis@hotmail.com,Canyon Lake,TX,78133,1962-12-12,29.8811,-98.1813,Twitter,2249,62
619,Vince Balistreri,balistreri.vince@gmail.com,New Baltimore,MI,48047,1990-03-21,42.6835,-82.745,Twitter,2128,34
620,Shyann Boehm,boehm.shyann@yahoo.com,Greenland,MI,49929,1980-06-09,46.7782,-89.0932,Google,2350,44
621,Jazlyn Mohr,mohr.jazlyn@yahoo.com,Carrington,ND,58421,1981-04-20,47.4426,-99.0177,Google,2441,43
622,Augusta Lueilwitz,lueilwitz.augusta@gmail.com,Loma,MT,59460,1977-02-03,48.0306,-110.581,Affiliate,2140,47
623,Olen Emmerich,emmerich-olen@hotmail.com,Caribou,ME,4736,1974-01-21,46.8403,-67.9674,Affiliate,3193,50
624,Abbie Parisian,parisian.abbie@yahoo.com,Pilot Hill,CA,95664,1983-07-01,38.8302,-121.026,Organic,2776,41
625,Bulah Eichmann,bulah.eichmann@yahoo.com,Buffalo Center,IA,50424,1976-02-19,43.4787,-93.8897,Twitter,3007,48
626,Columbus Swaniawski,swaniawski-columbus@gmail.com,Lyerly,GA,30730,1989-01-10,34.3978,-85.389,Facebook,2131,35
627,Efrain Spencer,spencer.efrain@gmail.com,Yerington,NV,89447,1998-08-16,39.094,-119.152,Google,2995,26
628,Leopoldo Schmeler,schmeler-leopoldo@hotmail.com,Monticello,KY,42633,1967-12-06,36.8575,-84.7524,Twitter,2584,57
629,Yessenia Pagac,pagac-yessenia@yahoo.com,West Liberty,KY,41472,1967-08-01,37.9001,-82.9974,Facebook,3113,57
630,Felicia Runte,runte.felicia@yahoo.com,Aguilar,CO,81020,1983-06-10,37.4792,-104.558,Organic,2699,41
631,Blanca Schiller,schiller.blanca@gmail.com,Mount Croghan,SC,29727,1986-02-04,34.6932,-80.3078,Affiliate,2972,38
632,Ben Padberg,ben.padberg@yahoo.com,Jay,OK,74346,1983-07-24,36.4651,-94.7639,Facebook,2859,41
633,Conrad Renner,conrad.renner@gmail.com,Temple,TX,76502,1959-04-02,31.1154,-97.417,Google,2318,65
634,Oswaldo Heaney,oswaldo.heaney@gmail.com,Sedalia,CO,80135,1981-06-13,39.3489,-105.177,Affiliate,3069,43
635,Rahul Kreiger,kreiger.rahul@hotmail.com,Brooklyn,MS,39425,1960-02-27,30.979,-89.0645,Twitter,2892,64
636,Danny Pollich,pollich.danny@gmail.com,Mill Run,PA,15464,1968-04-22,39.9507,-79.3951,Google,2656,56
637,Maximillian Zboncak,maximillian-zboncak@hotmail.com,Bremen,IN,46506,1983-01-12,41.4759,-86.2339,Twitter,2750,41
638,Lilian Roberts,roberts-lilian@yahoo.com,West York,IL,62478,1990-11-05,39.1524,-87.7098,Facebook,2641,34
639,Cortney Swift,cortney-swift@gmail.com,Burlington,KS,66839,1987-09-02,38.1203,-95.7667,Facebook,3180,37
640,Rafael Nikolaus,rafael.nikolaus@gmail.com,Glennallen,AK,99588,1987-05-01,62.1031,-145.967,Organic,2490,37
641,Blaise Legros,blaise.legros@hotmail.com,Tenino,WA,98589,1974-10-28,46.901,-122.865,Twitter,3205,50
642,Sonny Beahan,beahan.sonny@hotmail.com,Aurora,OH,44202,1976-02-07,41.3225,-81.3751,Twitter,2452,48
643,Darrick Sawayn,darrick.sawayn@gmail.com,Roosevelt,WA,99356,1965-08-16,45.9752,-120.4,Google,2647,59
644,Florida Hackett,hackett.florida@yahoo.com,Garden Prairie,IL,61038,1990-08-22,42.1935,-88.7105,Affiliate,2318,34
645,Ike Sporer,sporer-ike@gmail.com,Gilead,ME,4217,1988-12-13,44.4017,-70.961,Facebook,2637,36
646,Leopold Beer,beer.leopold@gmail.com,Sunman,IN,47041,1976-07-07,39.1859,-85.137,Organic,2326,48
647,Alison Paucek,paucek.alison@hotmail.com,Anchorage,AK,99587,1989-03-31,60.8018,-148.959,Google,2810,35
648,Mckenzie Walter,walter.mckenzie@hotmail.com,Kodiak,AK,99615,1992-02-13,57.6967,-152.547,Google,2124,32
649,Leanne Jacobs,leanne.jacobs@hotmail.com,Bartow,FL,33830,1966-07-13,27.86,-81.9351,Google,2300,58
650,Gia Abernathy,abernathy-gia@gmail.com,Kadoka,SD,57543,1960-01-17,43.9623,-101.393,Affiliate,2815,64
651,Mallie Lang,mallie-lang@yahoo.com,Prineville,OR,97754,1964-04-04,44.309,-120.791,Google,2879,60
652,Kitty Kohler,kitty-kohler@hotmail.com,Kaycee,WY,82639,1965-09-02,43.7022,-106.456,Facebook,2537,59
653,Shanie Spinka,shanie.spinka@gmail.com,Alpine,TX,79830,1990-03-23,30.0099,-102.6,Facebook,3173,34
654,Amya Turner,turner-amya@hotmail.com,Abilene,KS,67410,1991-06-23,39.0931,-97.2875,Twitter,2484,33
655,Shirley Okuneva,shirley-okuneva@yahoo.com,Greene,NY,13778,1997-12-01,42.3859,-75.8204,Affiliate,2230,27
656,Bettie Funk,funk.bettie@hotmail.com,Springfield,SC,29146,1959-11-08,33.5251,-81.2359,Organic,2492,65
657,Itzel Wunsch,wunsch.itzel@gmail.com,Lompoc,CA,93436,1988-02-14,34.5178,-120.427,Google,2647,36
658,Amiya Purdy,purdy-amiya@gmail.com,Markle,IN,46770,1994-02-14,40.8554,-85.3552,Google,2784,30
659,Wilford Bauch,bauch-wilford@gmail.com,Valentine,NE,69201,1998-12-18,42.5549,-100.721,Twitter,2378,26
660,Jacinto Price,price-jacinto@gmail.com,Boulder,UT,84716,1994-07-23,37.8871,-111.38,Organic,2778,30
661,Moriah Ziemann,moriah.ziemann@yahoo.com,Keldron,SD,57634,1962-11-30,45.8948,-101.871,Twitter,2973,62
662,Magali Willms,willms-magali@hotmail.com,Leoma,TN,38468,1960-09-10,35.0673,-87.2734,Affiliate,2812,64
663,Philip Fadel,fadel-philip@hotmail.com,Trapper Creek,AK,99683,1974-08-02,62.8627,-149.871,Organic,2530,50
664,Aidan Hagenes,aidan-hagenes@hotmail.com,Villisca,IA,50864,1960-04-28,41.0653,-94.9103,Twitter,2598,64
665,Petra Roob,roob.petra@hotmail.com,East Bend,NC,27018,1997-05-06,36.2285,-80.5179,Facebook,2124,27
666,Andrew Carroll,andrew-carroll@gmail.com,Craig,CO,81625,1998-12-18,40.4417,-107.505,Google,2789,26
667,Isaac Schultz,schultz.isaac@yahoo.com,Browerville,MN,56438,1972-05-20,46.1798,-94.7901,Facebook,3045,52
668,Rae Lindgren,lindgren-rae@hotmail.com,Farwell,NE,68838,1976-05-30,41.2328,-98.6899,Organic,2979,48
669,Dimitri Wisoky,dimitri-wisoky@yahoo.com,Glenmoore,PA,19343,1990-08-07,40.1117,-75.7011,Google,2150,34
670,Syble Collier,collier.syble@gmail.com,De Queen,AR,71832,1995-08-17,33.9629,-94.4646,Organic,2455,29
671,Hollie Schaefer,schaefer-hollie@hotmail.com,Great Falls,MT,59405,1969-09-02,47.2528,-111.251,Organic,2559,55
672,Robin Flatley,flatley.robin@gmail.com,Pontotoc,MS,38863,1966-02-27,34.2549,-88.9182,Affiliate,3170,58
673,Lorena Predovic,lorena-predovic@gmail.com,Seffner,FL,33584,1961-07-23,28.0167,-82.3266,Affiliate,3149,63
674,Evelyn Hahn,evelyn-hahn@hotmail.com,Goodell,IA,50439,1981-02-12,42.9727,-93.6408,Twitter,2437,43
675,Zelda Beatty,zelda-beatty@gmail.com,York,NE,68467,1968-10-01,40.8831,-97.7111,Facebook,2491,56
676,Aditya Schoen,aditya-schoen@gmail.com,Muleshoe,TX,79347,1961-02-18,33.9453,-102.877,Google,2399,63
677,Brown Blick,brown-blick@hotmail.com,Alexander City,AL,35010,1998-12-04,33.0287,-85.8203,Organic,2319,26
678,Laverne Stanton,stanton-laverne@hotmail.com,Old Harbor,AK,99643,1985-04-25,57.2031,-153.307,Google,3211,39
679,Theodora Mertz,theodora-mertz@gmail.com,Britt,IA,50423,1997-06-06,43.2272,-93.7495,Google,3107,27
680,Alfonzo Hansen,alfonzo-hansen@gmail.com,Tawas City,MI,48763,1979-04-03,44.2348,-83.5723,Facebook,2158,45
681,Myrtice Harris,harris-myrtice@gmail.com,Deering,NH,3244,1963-09-26,43.0574,-71.9012,Twitter,2147,61
682,Annetta Predovic,predovic.annetta@hotmail.com,Buffalo,IL,62515,1974-10-04,39.8053,-89.3807,Affiliate,2322,50
683,Reuben Koelpin,reuben-koelpin@yahoo.com,South Fulton,TN,38257,1982-11-03,36.464,-88.8211,Organic,2220,42
684,Jacklyn Gorczany,gorczany.jacklyn@yahoo.com,Backus,MN,56435,1980-06-30,46.8152,-94.6287,Organic,2549,44
685,Noel Tillman,tillman.noel@yahoo.com,Plano,TX,75024,1958-05-30,33.0933,-96.8011,Google,2169,66
686,Dortha White,white-dortha@yahoo.com,Floweree,MT,59440,1972-08-13,47.7854,-111.08,Organic,2936,52
687,Jamar Hickle,jamar-hickle@yahoo.com,Anaktuvuk Pass,AK,99721,1975-07-13,68.1408,-151.734,Google,2198,49
688,Omari Homenick,homenick-omari@hotmail.com,East Prairie,MO,63845,1960-11-07,36.6481,-89.2069,Affiliate,2468,64
689,Fern Carter,carter-fern@hotmail.com,Appomattox,VA,24522,1966-03-17,37.4663,-78.7874,Organic,2365,58
690,Giovani Thompson,giovani-thompson@hotmail.com,Brimfield,MA,1010,1992-09-10,42.1817,-72.2563,Twitter,3044,32
691,Don Bosco,bosco.don@gmail.com,Red Bud,IL,62278,1975-12-28,38.2352,-89.9299,Affiliate,2129,49
692,Janiya Lockman,lockman-janiya@hotmail.com,Williston,ND,58801,1968-11-29,48.0769,-103.92,Google,2562,56
693,Margot Keeling,margot.keeling@gmail.com,Washington Court House,OH,43160,1966-01-23,39.5134,-83.5543,Organic,2495,58
694,Unique Jerde,unique.jerde@yahoo.com,Ewing,KY,41039,1976-08-17,38.3767,-83.8655,Organic,2423,48
695,Nyasia Sporer,sporer-nyasia@hotmail.com,Clinton,NC,28328,1983-02-07,35.0987,-78.4441,Twitter,2467,41
696,Aidan Rodriguez,aidan.rodriguez@gmail.com,Provo,UT,84604,1972-01-06,40.2519,-111.671,Google,2645,52
697,Delta Jerde,delta.jerde@gmail.com,Paris,KY,40361,1991-11-18,38.2357,-84.3933,Organic,2485,33
698,Amanda Mosciski,amanda-mosciski@yahoo.com,Jessup,PA,18434,1997-02-06,41.4698,-75.5649,Organic,2724,27
699,Brielle Kertzmann,brielle.kertzmann@gmail.com,Quincy,IL,62305,1971-07-18,40.0073,-91.3793,Twitter,3206,53
700,Ezequiel Turcotte,turcotte-ezequiel@yahoo.com,Forest River,ND,58233,1975-11-20,48.2478,-97.4703,Twitter,2416,49
701,Pablo Lind,lind-pablo@gmail.com,Jacksonville,TX,75766,1962-10-04,31.8534,-95.2632,Facebook,2565,62
702,Nyasia Jakubowski,jakubowski.nyasia@yahoo.com,Portland,OR,97213,1990-11-24,45.5361,-122.607,Twitter,2827,34
703,Lilliana Parker,parker-lilliana@yahoo.com,Roulette,PA,16746,1966-10-28,41.8131,-78.1391,Facebook,3102,58
704,Stanley Stanton,stanton.stanley@gmail.com,Goliad,TX,77963,1975-08-30,28.7773,-97.3885,Affiliate,2204,49
705,Andres Kessler,kessler.andres@gmail.com,Mayfield,KY,42066,1981-03-10,36.7981,-88.5469,Google,2982,43
706,Ladarius Hyatt,ladarius-hyatt@yahoo.com,Ambler,AK,99786,1994-10-10,67.0845,-157.863,Facebook,2761,30
707,Thad Kuvalis,kuvalis-thad@gmail.com,Kelseyville,CA,95451,1996-08-24,38.8718,-122.763,Google,2844,28
708,Davin Jewess,jewess-davin@gmail.com,Williams,AZ,86046,1958-07-29,35.6171,-112.264,Facebook,2913,66
709,Erick O'Keefe,erick.keefe.o@gmail.com,Oxbow,OR,97840,1987-12-23,44.9725,-116.86,Organic,2257,37
710,Kali Hodkiewicz,kali-hodkiewicz@hotmail.com,Chuckey,TN,37641,1973-07-20,36.1923,-82.659,Facebook,2139,51
711,Ciara Green,ciara.green@yahoo.com,Brazil,IN,47834,1967-04-01,39.5196,-87.1212,Google,2219,57
712,Dalton Renner,renner-dalton@yahoo.com,Warrensville Heights,OH,44122,1979-11-23,41.4495,-81.539,Organic,2708,45
713,Waldo Bartell,bartell.waldo@yahoo.com,Mead,WA,99021,1979-08-11,47.7894,-117.275,Google,2931,45
714,Dakota Mante,mante-dakota@yahoo.com,Rexburg,ID,83440,1994-03-25,43.7183,-111.744,Google,2841,30
715,Lafayette Kertzmann,lafayette-kertzmann@yahoo.com,Keenesburg,CO,80643,1981-10-06,40.1237,-104.528,Twitter,3017,43
716,Ben Roob,roob-ben@gmail.com,Kilgore,NE,69216,1965-06-15,42.8496,-100.955,Facebook,3057,59
717,Sarai Deckow,sarai.deckow@hotmail.com,Clayton,IN,46118,1993-11-18,39.6905,-86.5832,Facebook,2246,31
718,Deon Gerlach,deon.gerlach@gmail.com,Lakota,ND,58344,1991-11-08,48.108,-98.4536,Google,2263,33
719,Odell McCullough,mccullough.odell@hotmail.com,Two Harbors,MN,55616,1974-01-02,47.0983,-91.8171,Twitter,2427,50
720,German Ankunding,german.ankunding@gmail.com,Flanagan,IL,61740,1994-11-09,40.9106,-88.8736,Google,2913,30
721,Charlene Bayer,charlene-bayer@hotmail.com,Dallas,SD,57529,1976-12-06,43.4111,-99.5686,Google,2395,48
722,Leila Considine,leila-considine@gmail.com,Harrison,NE,69346,1992-07-09,42.6302,-103.736,Facebook,3176,32
723,Shany Turcotte,turcotte.shany@hotmail.com,Imlay,NV,89418,1991-11-01,40.5366,-118.051,Organic,3140,33
724,Vito Haag,vito-haag@yahoo.com,Andrews,SC,29510,1978-07-06,33.4475,-79.6377,Organic,2875,46
725,Sedrick Harvey,harvey-sedrick@hotmail.com,Big Timber,MT,59011,1973-04-08,46.074,-110.042,Facebook,2993,51
726,Abelardo Weissnat,abelardo.weissnat@yahoo.com,Albany,OR,97321,1980-05-03,44.6354,-123.126,Affiliate,2901,44
727,Cecelia Rolfson,rolfson-cecelia@gmail.com,Cottonwood Falls,KS,66845,1999-01-03,38.3349,-96.547,Facebook,2210,25
728,Burnice Daugherty,daugherty-burnice@gmail.com,West End,NC,27376,1999-10-11,35.2986,-79.5483,Facebook,2455,25
729,Maurice Rippin,rippin.maurice@gmail.com,Bird Island,MN,55310,1990-02-22,44.635,-94.8743,Affiliate,2246,34
730,Arielle Mitchell,mitchell-arielle@hotmail.com,Wausau,WI,54403,1960-01-26,45.0184,-89.4576,Facebook,3197,64
731,Eldon Herman,eldon.herman@yahoo.com,Fowler,CO,81039,1997-06-23,38.0828,-104.138,Twitter,2800,27
732,Barry McKenzie,barry.mckenzie@hotmail.com,Hayti,SD,57241,1993-12-19,44.7462,-97.2243,Affiliate,3043,31
733,Jerry Stracke,jerry.stracke@hotmail.com,Columbia,MO,65201,1990-06-02,38.8438,-92.2123,Google,3021,34
734,Weldon McLaughlin,weldon.mclaughlin@yahoo.com,Creswell,OR,97426,1968-01-27,43.8787,-123.004,Twitter,3105,56
735,Taryn Klocko,klocko-taryn@hotmail.com,Porterville,CA,93257,1959-05-09,36.0675,-118.963,Affiliate,2541,65
736,Valerie Davis,davis-valerie@yahoo.com,Pembroke,VA,24136,1959-06-15,37.3539,-80.6311,Organic,3108,65
737,Hipolito Kulas,kulas-hipolito@yahoo.com,Jay,ME,4239,1984-02-22,44.5014,-70.1905,Organic,2858,40
738,Bonita Hoppe,bonita-hoppe@gmail.com,Kirkman,IA,51447,1970-05-25,41.7447,-95.2307,Facebook,3160,54
739,Catalina Smith,smith.catalina@yahoo.com,Troy,NC,27371,1959-02-01,35.4067,-79.9103,Twitter,3128,65
740,Aida Cruickshank,aida.cruickshank@hotmail.com,Baring,MO,63531,1965-12-12,40.2433,-92.2969,Affiliate,2225,59
741,Marcelo Ferry,marcelo-ferry@gmail.com,Anaktuvuk Pass,AK,99721,1966-05-16,68.1408,-151.734,Affiliate,2163,58
742,Garret Kulas,garret-kulas@hotmail.com,Black River,MI,48721,1961-02-27,44.7583,-83.3471,Twitter,2585,63
743,Stacy Considine,stacy-considine@yahoo.com,Talkeetna,AK,99676,1980-01-09,62.214,-149.954,Affiliate,3151,44
744,Reid Reilly,reid-reilly@hotmail.com,Indian Lake,NY,12812,1981-11-17,43.8346,-74.5498,Google,2926,43
745,Kurtis Parker,kurtis.parker@gmail.com,Grand View,ID,83624,1991-01-25,42.9446,-116.06,Affiliate,2863,33
746,Andre Stamm,andre.stamm@hotmail.com,New Auburn,WI,54757,1960-01-06,45.2701,-91.5852,Twitter,2844,64
747,Lexi Adams,lexi.adams@hotmail.com,Bullard,TX,75757,1999-04-26,32.139,-95.3808,Google,2992,25
748,Eden Jenkins,jenkins.eden@yahoo.com,Blacksburg,VA,24060,1962-02-05,37.2136,-80.5379,Organic,2649,62
749,Melissa Cormier,melissa.cormier@hotmail.com,Anderson,MO,64831,1962-08-25,36.6164,-94.5198,Affiliate,3146,62
750,Jermain Kohler,kohler.jermain@hotmail.com,Thomasville,GA,31757,1979-01-08,30.9335,-83.8215,Affiliate,2270,45
751,Eli Haag,eli.haag@hotmail.com,Ashland,MT,59003,1973-01-21,45.4286,-106.06,Affiliate,3106,51
752,Vivianne Roob,vivianne-roob@yahoo.com,Rhine,GA,31077,1963-03-16,32.0185,-83.2361,Affiliate,2396,61
753,Rebekah Lueilwitz,lueilwitz-rebekah@hotmail.com,Andrews,NC,28901,1959-07-11,35.2215,-83.8764,Google,3204,65
754,Ellsworth Watsica,watsica-ellsworth@hotmail.com,Nathrop,CO,81236,1958-05-31,38.7089,-106.297,Google,2134,66
755,Cedrick Kling,cedrick.kling@yahoo.com,Heart Butte,MT,59448,1987-09-26,48.248,-112.793,Twitter,2341,37
756,Kennedi Waters,waters.kennedi@hotmail.com,Staples,MN,56479,1966-08-06,46.2673,-94.8311,Twitter,2395,58
757,Teresa Hodkiewicz,teresa-hodkiewicz@hotmail.com,Bond,CO,80423,1995-12-03,39.8196,-106.649,Organic,2411,29
758,Dolly Bernhard,bernhard-dolly@gmail.com,Marianna,AR,72360,1997-08-13,34.673,-90.9358,Organic,2240,27
759,Nicole Walker,walker-nicole@yahoo.com,Hubbardton,VT,5733,1964-05-04,43.7393,-73.21,Organic,2528,60
760,Louie Willms,willms.louie@gmail.com,Cody,WY,82414,1966-10-07,44.4667,-109.646,Twitter,3142,58
761,Newton Klocko,klocko.newton@gmail.com,Mize,MS,39116,1967-07-02,31.8513,-89.5642,Affiliate,2916,57
762,Marc Schmitt,schmitt-marc@hotmail.com,Delta Junction,AK,99737,1958-05-16,64.1133,-145.715,Twitter,2609,66
763,Ezekiel McLaughlin,mclaughlin.ezekiel@yahoo.com,Waldoboro,ME,4572,1972-02-21,44.0843,-69.4247,Twitter,2833,52
764,Ike Keebler,keebler.ike@gmail.com,Clarinda,IA,51632,1994-06-27,40.8419,-95.0638,Affiliate,2972,30
765,Vicente Kessler,vicente-kessler@gmail.com,West Bloomfield Township,MI,48323,1980-09-15,42.5752,-83.4226,Google,2422,44
766,Zula Boehm,zula.boehm@hotmail.com,Iola,KS,66749,1983-02-09,37.9001,-95.4401,Organic,2548,41
767,Clementina Johnston,johnston.clementina@gmail.com,Ontario,OR,97914,1961-08-25,44.2111,-116.98,Organic,3156,63
768,Schuyler Hills,hills-schuyler@gmail.com,Wyalusing,PA,18853,1989-05-20,41.6971,-76.2647,Facebook,2437,35
769,Maverick Roob,maverick-roob@hotmail.com,Little America,WY,82929,1973-03-09,41.5178,-109.786,Affiliate,2272,51
770,Jay Bruen,jay-bruen@yahoo.com,Richland,OR,97870,1993-07-14,44.7673,-117.247,Twitter,2335,31
771,Kevon Morar,kevon.morar@yahoo.com,Drumright,OK,74030,1961-05-25,35.9429,-96.5973,Affiliate,2201,63
772,Santa Harvey,santa.harvey@gmail.com,Rathdrum,ID,83858,1973-11-12,47.8302,-116.903,Twitter,2454,51
773,Willis Kuvalis,kuvalis-willis@yahoo.com,Dos Palos,CA,93620,1987-07-22,37.0261,-120.708,Affiliate,2941,37
774,Celestino Bernhard,celestino-bernhard@yahoo.com,Richardton,ND,58652,2000-02-19,46.7897,-102.307,Affiliate,2308,24
775,Osvaldo Steuber,steuber.osvaldo@hotmail.com,Martinsville,IL,62442,1974-02-11,39.4219,-87.8772,Organic,2964,50
776,Clemens Hansen,clemens.hansen@gmail.com,Delbarton,WV,25670,1962-08-20,37.7549,-82.1158,Organic,2920,62
777,Mozell Frami,mozell.frami@gmail.com,Forestport,NY,13338,1968-07-15,43.6115,-75.1007,Organic,2439,56
778,Lavina Schultz,schultz.lavina@hotmail.com,Newfield,NJ,8344,1992-06-23,39.5496,-74.9843,Affiliate,2138,32
779,Carrie Heidenreich,heidenreich.carrie@gmail.com,Wauneta,NE,69045,1969-03-07,40.4987,-101.462,Google,2627,55
780,Fleta Leuschke,leuschke-fleta@yahoo.com,Chula,MO,64635,1996-10-24,39.8844,-93.4423,Affiliate,2207,28
781,Muriel Labadie,labadie.muriel@yahoo.com,Zephyr,TX,76890,1964-10-11,31.6453,-98.7932,Affiliate,2988,60
782,Iva Waelchi,waelchi.iva@yahoo.com,Rolla,MO,65401,1969-03-11,37.8124,-91.8097,Facebook,3120,55
783,Shayne Crona,crona-shayne@gmail.com,Judith Gap,MT,59453,1963-10-03,46.6247,-109.985,Facebook,2745,61
784,Felton Keebler,felton.keebler@gmail.com,Silas,AL,36919,1965-05-04,31.7721,-88.3061,Twitter,3006,59
785,Jewell Wolf,wolf-jewell@yahoo.com,Hawkins,WI,54530,1982-10-24,45.5133,-90.7531,Twitter,2535,42
